WN001	WN002	WN003	WN008	WN009	WN011	WN013	WN016	WN019	WN020	WN021	WN024	WN025	WN027	WN028	WN032	WN033	WN037	WN039	WN041	WN044	WN046	WN050	WN053	WN054	WN056	WN057	WN059	WN060	WN061	WN062	WN068	WN069	WN071	WN076	WN077	WN079
binX15130000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15140000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15150000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15370000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15380000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15440000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15450000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15650000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX15660000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1
binX16540000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1
binX16550000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1
binX16690000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1
binX16700000	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1
binX17718866	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	-1	1	1	1	1	-1	-1	1	-1	1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1
